razon_social,establecimiento,producto
MONTLAIZ S.R.L.,DON HUGO,UVAS PARA VINIFICAR
LUNA HIPOLITO EDGARDO,LUNA HIPOLITO EDGARDO,GALLETA DE ARROZ
DON TIBURCIO S.H.,LA RUFINA Y SECCION LA PAVA, BORREGOS
PETROAGRO S.A.,PETROAGRO S.A., SOJA
PEINADURIA RIO CHUBUT S.A.,PEINADURIA RIO CHUBUT S.A., LANA LAVADA
CONCESIONARIA DE FINCAS EL RENUEVO S.A.,CONCESIONARIA DE FINCAS EL RENUEVO S.A.,ACEITUNAS
PROSAL S.A.,PROSAL S.A., SYRUP
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., MANZANA
ONSIBON S.A.,ONSIBON S.A., SERUM CONTORNO DE LABIOS
INTERRUPCION S.A.,INTERRUPCION S.A., PERA
COOP. AGRICOLA RUIZ DE MONTOYA LTDA.,COOP. AGRICOLA RUIZ DE MONTOYA LTDA., STEVIA
PRODUCTORES ARGENTINOS INTEGRADOS S.A.,PRODUCTORES ARGENTINOS INTEGRADOS S.A., DURAZNO
DIETETICA CIENTIFICA S.A.C.I.F.I.,DIETETICA CIENTIFICA S.A.C.I.F.I., HARINA DE TRIGO
LITORAL CITRUS SA,LITORAL CITRUS SA,ACEITE ESENCIAL DE LIMON
PRINEX S.A.,PRINEX S.A.,CARNE VACUNA
VALENCIA MIGUEL,LA SERENA,UVAS
BODEGA NOEMIA DE PATAGONIA SA,BODEGA NOEMIA DE PATAGONIA SA,VID
LOPEZ GRACIELA M.,DULCES DEL JARDIN, AROMATICAS Y MEDICINALES; DULCES
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, TE DE ROSA MOSQUETA (SAQUITOS).
ECA  SA,ECA  SA, ACEITE ESENCIAL DE LIMON
MARESBA SRL,MARESBA SRL,PERAS Y MANZANAS
CAUPOLICAN SRL,CAUPOLICAN SRL,PROCESAMIENTO (ACONDICIONAMIENTO) DE CEREALES Y OLEAGINOSAS
ARGENTBIO S.R.L.,ARGENTBIO S.R.L.,AZUCAR DE CAÑA
PRODUCTORES ARGENTINOS INTEGRADOS S.A.,PRODUCTORES ARGENTINOS INTEGRADOS S.A., CIRUELAS
INNOCENTI MONICA,INNOCENTI MONICA, JUGO DE FRAMBUESA
LITORAL CITRUS SA,LITORAL CITRUS SA, JUGO CONCENTRADO DE LIMON
LITORAL CITRUS SA,LITORAL CITRUS SA, JUGO CONCENTRADO CONGELADO DE POMELO
ORGANIC LATIN AMERICA S.A.,ORGANIC LATIN AMERICA S.A., LINO
ANIAYA HILARIO/ ALBERT,IFAI - LOTE 51,CAÑA DE AZUCAR
CASSAB AHUN S.R.L,"FINCAS LA VILLA, DISAGRO Y ANITA",UVA
ESTANCIA LAGUNA VERDE S.A.,ESTANCIA LAGUNA VERDE,TRUCHA ARCO IRIS
LOPEZ GRACIELA M.,DULCES DEL JARDIN,FRUTICULTURA
DON TIBURCIO S.H.,LA RUFINA Y SECCION LA PAVA, CARNEROS
RIVARA SA,RIVARA SA, HARINA ZOOTECNICA
RIMONDINO ENRIQUE,RIMONDINO ENRIQUE,MIEL
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., ZANAHORIA
ONSIBON S.A.,ONSIBON S.A., EMULSION CORPORAL ANTIAGE
KINGBERRY S.A.,KINGBERRY S.A.,FRUTILLA
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., LIMON (CASCARA)
EDCO GRAINS S.A.,EDCO GRAINS S.A., MAIZ
ILGNER ANGEL E. Y PRESA STELLA M.,LOTE 118 Y  LA ALICIA,CEREALES
QUANTUM S.R.L.,CHACRA A-365,NUECES
CASSAB AHUN S.R.L,"FINCAS LA VILLA, DISAGRO Y ANITA", PASAS DE UVA
FINCA DEL PARANA DE PIERINO CAMPETELLI,FINCA DEL PARANA DE PIERINO CAMPETELLI, PALTAS
COOPSOL LTDA.,COOPSOL LTDA.,MIEL Y SUBPRODUCTOS DE LA COLMENA
LA DELICIOSA S.A.,FRUTICOLA PATAGONIA, PERA
HEGUILOR GUILLERMO JULIO,HEGUILOR GUILLERMO JULIO, MENTA
LORENZATI RUETSCH Y CIA. S.A.,LORENZATI RUETSCH Y CIA. S.A., MANI TOSTADO
UTE BV S.A.,UTE BV S.A., SEMILLAS DE POMELO
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., LEMON GRAS
JL S.A.,JL S.A., PASTA DE MANI
ECO FOOD SRL,ECO FOOD SRL,CEREALES
NEOFARMS S.R.L.,NEOFARMS S.R.L., HARINA Y SEMOLA DE ARROZ
LITORAL CITRUS SA,LITORAL CITRUS SA, JUGO CONCENTRADO DE NARANJA
RODRIGUEZ NOCETTI S.R.L.,RODRIGUEZ NOCETTI S.R.L.,CHIA (SALVIA HISPANICA L)
MASI TUPUNGATO VIGNETI LA ARBOLEDA SA,MASI TUPUNGATO VIGNETI LA ARBOLEDA SA,VINO
GSP EMPRENDIMIENTOS AGROPECUARIOS SA,GSP EMPRENDIMIENTOS AGROPECUARIOS SA,ACEITE DE JOJOBA
JUGOS AUSTRALES S.A.,JUGOS AUSTRALES S.A.,JUGO CONCENTRADO DE UVA
NURISTAN S.A.,NURISTAN S.A.,ARANDANO
CARRIZO ARQUIMEDES R.T.,CARRIZO ARQUIMEDES R.T.,AZUCAR DE CAÑA
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., MEZCLA PARA HIERBAS FINAS
CUATRO CAMINOS S.R.L.,CUATRO CAMINOS S.R.L., TE
NATURAL S.R.L,LA TACUARA,MANZANA
PAISSANIDIS S.A.C.I.A.,155,PERAS
ESTABLECIMIENTO LAS MARIAS S.A.C.I.F.A.,ESTABLECIMIENTO LAS MARIAS S.A.C.I.F.A.,YERBA MATE
"GREGORIO, NUMO Y NOEL WERTHEIN SA ","GREGORIO, NUMO Y NOEL WERTHEIN SA ", MANZANA
PONCHO VERDE S.A.,PONCHO VERDE, CAMPO NATURAL
UNIVERSAL GRAIN ARGENTINA S.A.,UNIVERSAL GRAIN ARGENTINA S.A., CHIA (SALVIA HISPANICA L.)
PEINADURIA RIO CHUBUT S.A.,PEINADURIA RIO CHUBUT S.A.,TOPS DE LANA
AVA S.A.,AVA S.A., PULPA CONCENTRADA DE DAMASCO
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., PURE DE DURAZNO
BIO AGRICULTORES S.A.,BIO AGRICULTORES S.A.,ZAPALLO
BODEGA ARGENTO S.A.,BODEGA ARGENTO S.A.,VINO
PACTA S.R.L.,PACTA S.R.L., ARANDANO
EL MAITEN S.R.L.,EL MAITEN S.R.L.,TURRON
ARGENTBIO S.R.L.,ARGENTBIO S.R.L.,MANZANA
LA OBEREÑA S.R.L.,LA OBEREÑA S.R.L.,YERBA MATE
PETROAGRO S.A.,PETROAGRO S.A., CANOLA
PRONUT SRL,PRONUT SRL,MANI Y SOJA.
HORTIFRUT EXPOFRESH S.A.,HORTIFRUT EXPOFRESH S.A.,ARANDANO
THE O´S TRADING COMPANY S.A.,THE O´S TRADING COMPANY S.A., CEREZA
JUGOS LUGA S.A.,JUGOS LUGA S.A., SIDRA
NUTRACEUTICA STURLA SRL,NUTRACEUTICA STURLA SRL,CHIA (SALVIA HISPANICA L.)
COOP. AGRICOLA RUIZ DE MONTOYA LTDA.,COOP. AGRICOLA RUIZ DE MONTOYA LTDA.,YERBA MATE
V. Y V. S.A.,V. Y V. S.A., RAIZ Y FRUTO
PONCHO VERDE S.A.,PONCHO VERDE,VID
RIVARA SA,RIVARA SA, SEMITA DE MAIZ
INTERRUPCION S.A.,INTERRUPCION S.A., CIRUELA
DROGUERIA HIERBAS DEL OASIS SRL,DROGUERIA HIERBAS DEL OASIS SRL,YERBA MATE
SANTA ANITA OIL S.A.,SANTA ANITA OIL S.A., TRIGO
DOMAINE JEAN BOUSQUET S.A.,DOMAINE JEAN BOUSQUET S.A.,VINO
CUYEN SRL,CUYEN SRL, ARANDANOS Y FRUTOS DEL BOSQUE)
ESTABLECIMIENTO LAS MARIAS S.A.C.I.F.A.,ESTABLECIMIENTO LAS MARIAS S.A.C.I.F.A., YERBA MATE SABORIZADA
HEGUILOR GUILLERMO JULIO,HEGUILOR GUILLERMO JULIO, ROMERO
LA DELICIOSA S.A.,LA DELICIOSA S.A., MANZANA
ECO AGROPECUARIA SA,ECO AGROPECUARIA SA, SESAMO
LEA SA,LEA SA, VINO ESPUMANTE
LITORAL CITRUS SA,LITORAL CITRUS SA, PULPA CONGELADA DE POMELO
JUGOS LUGA S.A.,JUGOS LUGA S.A., JUGO CONCENTRADO DE MANZANA
PETROAGRO S.A.,PETROAGRO S.A., EXPELLER DE GIRASOL
ORGANIC SUPPLIERS S.R.L,ORGANIC SUPPLIERS S.R.L, MAIZ PISINGALLO
LA LUNA DE CATAMARCA SA,LA LUNA DE CATAMARCA SA,ACEITE DE OLIVA
LAMPERTI HNOS S.R.L.,LAMPERTI HNOS S.R.L., MANZANA
LORENZATI RUETSCH Y CIA. S.A.,LORENZATI RUETSCH Y CIA. S.A., MANI CONFITERIA
PRIMERA COOPERATIVA FRUTICOLA DE GENERAL ROCA LTDA.,PRIMERA COOPERATIVA FRUTICOLA DE GENERAL ROCA LTDA., CEREZA
CUYEN SRL,CUYEN SRL, SAUCO
STIVANELLO JUAN CARLOS,STIVANELLO JUAN CARLOS, DURAZNO
GRUPO PEÑAFLOR SA,GRUPO PEÑAFLOR SA,MOSTO CONCENTRADO DE UVA
EDCO GRAINS S.A.,EDCO GRAINS S.A., MAIZ PISINGALLO
PONCHO VERDE S.A.,PONCHO VERDE, PISTACHO
PULMARY S.A.,PULMARY S.A.,VINO
JUAN SIGSTAD S.R.L.,JUAN SIGSTAD S.R.L., MANDARINA
EL MAITEN S.R.L.,EL ALFILERILLO / EL REMOLINO / DON PEDRO / BARUSO / EL MORRO, NUCLEOS
PETROAGRO S.A.,PETROAGRO S.A.,ACEITE DE GIRASOL
LA MECO S.R.L,LA MECO S.R.L,ESPARRAGO 
INNOCENTI MONICA,INNOCENTI MONICA, PULPA DE DURAZNO
MAGNO S.A.,MAGNO S.A., LINO
NEOFARMS S.R.L.,NEOFARMS S.R.L., MAIZ
LIPTOV S.A.,LIPTOV S.A., DAMASCOS Y NUECES
IMPORTADORA DEL CARMEN S.A.,FINCA BELLA VISTA,CHIA (SALVIA HISPANICA L.)
PETROAGRO S.A.,PETROAGRO S.A.,GIRASOL
LA DELICIOSA S.A.,LA DELICIOSA S.A., ZAPALLO
ADETECH S.A.,ADETECH S.A., PULPA DE PERA
NEOFARMS S.R.L.,NEOFARMS S.R.L., GIRASOL
VIÑEDOS PUCARA S.R.L.,EL RECUERDO,UVAS
SORIANO SACIFIA Y DE M,SORIANO SACIFIA Y DE M, EXTRACTO DE ALGAS LIOFILIZADO
FRESCURAS ORGANICAS PATAGONICAS S.A.,CHACRA ABEL,PERAS Y MANZANAS
PRONUT SRL - PLANTA PERLO.,PRONUT SRL - PLANTA PERLO.,MANI Y SOJA.
QUANTUM S.R.L.,QUANTUM S.R.L., NUEZ SECA CON CASCARA
GALATIC SA,GALATIC SA,ACEITE DE JOJOBA
FERREYRA LIDIO RAMON/ELIZARDO GABRIEL,IFAI - LOTE 150,CAÑA DE AZUCAR
MORAES LUCAS,IFAI - LOTE 71 Y SOBRANTE,CAÑA DE AZUCAR
ALOE CALCHAQUI S.R.L.,ALOE CALCHAQUI S.R.L., GEL DE ALOE VERA
"COOPERATIVA DE PROVISION DE SERVICIOS PARA PRODUCTORES RURALES ""LA ESCONDIDA LTDA"".",FINCA CARRATALA,DESCANSO
PEÑAVID SA,FINCA LAS MORAS,VID
CITROMAX S.A.C.I,CITROMAX S.A.C.I,LIMON
UTE BV S.A.,UTE BV S.A., JUGO PASTEURIZADO CONGELADO DE POMELO
CUATRO CAMINOS S.R.L.,CUATRO CAMINOS S.R.L., YERBA MATE
SUCESION DE HARALDO WITOMIR TOMYS,SUCESION DE HARALDO WITOMIR TOMYS,SEMILLAS
ORGANIC LATIN AMERICA S.A.,ORGANIC LATIN AMERICA S.A., CIRUELA
ICEBERG AGRICOLA S.A.,ICEBERG AGRICOLA S.A.,ZAPALLO
INNOCENTI MONICA,INNOCENTI MONICA,MERMELADA DE KIWI
COOPSOL LTDA.,COOPSOL LTDA.,MIEL Y SUBPRODUCTOS DE LA COLMENA.
INDUSTRIAS QUIMICAS Y MINERAS TIMBO S.A.,INDUSTRIAS QUIMICAS Y MINERAS TIMBO S.A.,ACEITE DE OLIVA
ADETECH S.A.,ADETECH S.A.,PULPA DE MANZANA
JUAN SIGSTAD S.R.L.,JUAN SIGSTAD S.R.L., NARANJA
LIPTOV S.A.,LIPTOV S.A.,ACEITUNAS
NUTRIN S.A.,NUTRIN S.A., MANI CONFITERIA
PRIMERA COOPERATIVA FRUTICOLA DE GENERAL ROCA LTDA.,PRIMERA COOPERATIVA FRUTICOLA DE GENERAL ROCA LTDA., MANZANA
STECIUK MARIO RICARDO / STECIUK ABEL,IFAI - LOTE 233,CAÑA DE AZUCAR
FIDEICOMISO BERRIES DEL NOA 2005,FIDEICOMISO BERRIES DEL NOA 2005,ARANDANO
KRAUS S.A.,KRAUS S.A., YERBA MATE
PETROAGRO S.A.,PETROAGRO S.A., MAIZ PISINGALLO
ORO RUBI S.A.,ORO RUBI S.A.,AJO NEGRO
FRUTICULTORES UNIDOS CENTENARIO SRL,FRUTICULTORES UNIDOS CENTENARIO SRL, PERA
SARALEGUY SANDRO SERGIO,SARALEGUY SANDRO SERGIO,MANZANAS Y PERAS
BAUMGRATZ ALOISIO,KA´A PORÀ,YERBA MATE
CUADRADA PRODUCTIONS S.R.L.,CUADRADA PRODUCTIONS S.R.L., CASCARILLA DE ROSA MOSQUETA
DANIEL ORLANDO BAZAN RICHIBUT,DANIEL ORLANDO BAZAN RICHIBUT,MIEL Y SUBPRODUCTOS DE LA COLMENA.
LITORAL CITRUS SA,LITORAL CITRUS SA, ACEITE ESENCIAL DE POMELO
LAINO HERMANOS S.A.,CHACRA 197, PERA
